"DTR","Tmax","Tmin","avg5am","avg2pm","Cluster"
-0.417383425997175,-0.660041703669296,-0.562244967767238,-0.591072422943425,-0.396765533569299,2
-0.85326077662047,-1.27819523672072,-1.01558106014486,-0.92941780191834,-1.18751099025894,4
0.708633063113003,1.39348528748458,1.46791231548909,1.51418771290047,1.42596975642717,3
1.03796261691727,2.19708488045143,2.44357042734528,2.90328346324748,1.91918048195562,3
-0.925907001724352,-0.408589419038209,0.738632514707689,0.63073033446598,-0.021496503275908,2
2.83958899949355,2.31547699779856,-0.266590994477482,-0.365508836960152,1.54659194473576,1
-1.85214637179885,-1.31067449015223,0.549413971802244,0.455918555328943,-1.19689271601628,2
-0.029936892109802,0.36672179190764,0.738632514707689,0.856293920449257,0.541407042164176,3
-1.04698404356416,-0.513361204301164,0.738632514707689,0.649527299964586,-0.597802514083616,2
0.284863416673689,0.38767614896023,0.26558615744408,0.442760679479919,1.02389579539854,1
-1.0833071561161,-0.701950417774478,0.442978541417933,0.386369782984097,-0.624607444818857,2
0.430155866881454,0.115269507276556,-0.483403908223301,-0.384305802458758,-0.798839494597932,1
-0.25998327160543,-1.42487573608885,-2.25732774796184,-2.28279931781799,-1.12049866342084,4
-0.950122410092314,-2.07446080471916,-2.35587907239175,-2.28279931781799,-1.95145151621334,4
-0.87747618498843,-0.324771990827847,0.817473574251621,0.705918196460407,-0.101911295481635,2
-1.13900259536241,-0.531172407795865,0.854923077534991,0.68900092751166,-0.199749292665269,2
-0.950122410092314,-2.27352719671877,-2.73037410522545,-2.65873862779012,-2.35352547724198,4
-0.86536848080445,0.272427185170985,1.92124840786671,1.81493916087817,0.286760200179374,3
-0.24787556742145,-0.335249169354142,-0.227170464705512,-0.271524009467119,-0.0348989686435317,2
-0.562675876204941,-0.460975311669686,0.0487732436982568,-0.102351319979664,-0.356558137466437,2
-1.761338590419,-1.41439855756256,0.206455362786126,0.198400127998036,-1.77721946643427,2
-1.53129221092337,-0.722904774827068,1.13283781242736,1.11945143742974,-0.651412375554101,2
-0.223660159053488,0.32481307780246,0.975155693339491,0.987872678939497,0.608419369002282,3
0.90235633005669,1.02678403906424,0.462688806303916,0.442760679479919,1.05070072613378,1
1.62881858109551,1.26775914516904,-0.266590994477482,-0.215133112971302,1.0641031915014,1
0.539125204537277,-0.136182777354533,-1.13384264946076,-1.23016924989604,-0.0751063647463938,1
0.442263571065434,0.28290436369728,-0.187749934933545,-0.12114828547827,-0.517387721877889,1
0.805494696584847,1.1315558243272,0.817473574251621,0.762309092956224,1.47957961789765,3
0.309078825041649,0.544833826854659,0.521819600961865,0.48035461047713,0.00530842745933335,1
-0.86536848080445,-0.502884025774866,0.462688806303916,0.48035461047713,-0.316350741363572,2
0.769171584032905,0.565788183907249,-0.187749934933545,-0.196336147472697,0.21974787334127,1
1.18083352628824,1.15251018137979,0.245875892558097,0.123212266003613,1.60020180620624,1
1.12029500536834,0.775331754433158,-0.365142318907398,-0.365508836960152,1.22493277591285,1
0.696525358929022,0.785808932959453,0.344427216988013,0.292384955491069,1.01049333003091,1
0.62387913382514,0.932489432327587,0.738632514707689,0.611933368967374,0.903273607089944,3
-0.223660159053488,-0.199045848512305,-0.0103575509596927,-0.0835543544810581,-0.343155672098817,2
0.62387913382514,0.481970755696889,-0.108908875389613,-0.0647573889824524,0.621821834369903,1
0.781279288216885,0.722945861801678,0.0881937734702274,0.104415300505003,0.956883468560429,1
-0.635322101308822,-0.82767656009002,-0.522824437995268,-0.459493664453181,-0.570997583348374,2
-0.526352763652999,-0.440020954617096,0.0290629788122736,0.142009231502219,-0.570997583348374,2
0.684417654745042,0.722945861801678,0.245875892558097,0.160806197000825,0.192942942606029,1
-0.042044596293782,0.230518471065801,0.502109336075882,0.461557644978524,0.447589784590828,1
-1.18016878958794,-1.1000832017737,-0.148329405161579,-0.0835543544810581,-1.02668140584749,2
0.321186529225629,0.28290436369728,0.00935271392629049,0.0104304730119746,-0.12871622621688,1
-0.804829959884549,-0.450498133143391,0.462688806303916,0.517948541474341,-0.718424702392205,2
0.212217191569806,0.240995649592096,0.107904038356211,0.0480244040091861,-0.115313760849256,1
0.563340612905237,0.523879469802069,0.0684835085842399,0.0856183350063975,0.434187319223207,1
-0.308414088341351,-1.13151473735258,-1.62659927161036,-1.51212373237513,-1.33493810930277,4
0.92657173842465,0.136223864329146,-1.25210423877667,-1.15498138790161,0.20634540797365,1
2.5005732823421,1.47730271569494,-1.29152476854863,-1.36174800838628,1.68061659841196,1
-0.768506847332607,-1.43535291461515,-1.4492068876365,-1.36174800838628,-1.36174304003802,4
