"ButtonDTR","ButtonTmax","ButtonTmin","Cluster"
-0.384085002160116,-0.692170334955001,-0.719154686129973,3
-0.839783637357451,-1.32108620337475,-1.1973231051892,4
0.793136472099663,1.39710949911737,1.42220823400484,1
1.13744210758209,2.21470012806304,2.45130983154536,1
-0.915733409890339,-0.436340151191037,0.652980777257386,3
3.02099646639774,2.33515350625191,-0.4073057171783,1
-1.88409300968467,-1.35413093544426,0.453397437128314,3
0.020980451348625,0.352469582081185,0.652980777257386,2
-1.04231636411182,-0.54293606109269,0.652980777257386,3
0.350096132324478,0.373788764061515,0.154022426934711,2
-1.08029125037827,-0.734808698915662,0.341131808305714,3
0.501995677390256,0.0966393983172233,-0.635994961076191,2
-0.21952716167219,-1.47032047723706,-2.50708877478622,4
-0.941050000734636,-2.1312151186273,-2.61103843110345,4
-0.865100228201746,-0.351063423269715,0.736140502311163,3
-1.13851940932015,-0.561057365775971,0.775641371711708,3
-0.941050000734636,-2.33374734744044,-3.0060471251089,4
-0.852441932779599,0.256533263169701,1.90037665306407,3
-0.206868866250042,-0.36172301425988,-0.365725854651407,2
-0.535984547225895,-0.489638106141863,-0.074666816963184,3
-1.78915579401856,-1.45966088624689,0.0916526331443741,3
-1.54864818099775,-0.756127880895992,1.06877940252628,3
-0.181552275405746,0.309831218120525,0.902459952418721,2
0.995669198854034,1.02402381446159,0.361921739569158,1
1.75516692418292,1.26919440723539,-0.4073057171783,1
0.615920336189589,-0.159190785446743,-1.32206269276987,2
0.514653972812403,0.267192854159866,-0.324145992124519,2
0.894402835476849,1.13061972436324,0.736140502311163,1
0.375412723168773,0.533682628913992,0.42429153335949,2
-0.852441932779599,-0.532276470102523,0.361921739569158,3
0.856427949210404,0.555001810894322,-0.324145992124519,2
1.28680999356344,1.15193890634357,0.133232495671267,1
1.2235185164527,0.768193630697629,-0.511255373495521,2
0.780478176677514,0.778853221687794,0.237182151988488,2
0.704528404144626,0.928087495550107,0.652980777257386,1
-0.181552275405746,-0.223148331387735,-0.137036610753517,2
0.704528404144626,0.469725082973003,-0.240986267070742,2
0.869086244632552,0.7148956757468,-0.0330869544362911,2
-0.611934319758783,-0.862723790797643,-0.67757482360308,3
-0.49800966095945,-0.468318924161534,-0.0954567482266283,3
0.767819881255366,0.7148956757468,0.133232495671267,2
0.00832215592647717,0.213894899209037,0.403501602096046,2
-1.18155761375545,-1.13987315654194,-0.282566129597631,3
0.388071018590921,0.267192854159866,-0.116246679490072,2
-0.789150455668858,-0.478978515151698,0.361921739569158,3
0.274146359791588,0.224554490199202,-0.0122970231728469,2
0.641236927033884,0.512363446933663,-0.0538768856997398,2
