"iTreeDTR","iTreeTmax","iTreeTmin","Cluster"
-0.158622349025322,-0.137077331389581,0.244999913342455,3
0.889955759383141,0.948002153949429,1.43544585386811,4
1.39781233583868,1.44159991763199,1.51043457453195,4
-0.551141534490998,-0.585314236499255,-0.861083716438951,2
0.0763930874541291,0.095695495498403,0.348109404254727,3
-0.479830781997327,-0.444456833561873,0.273120683592946,3
0.919720247380465,0.814306991839373,-1.11417064867582,1
-2.96020478178061,-2.92617328022826,-1.20790654950666,2
-1.42361308891488,-1.43583033474333,-1.02980833792951,2
-0.456267228999216,-0.425954378091342,0.207505553012597,3
1.62972730481833,1.68929407957674,1.89475176793262,4
1.51066935282886,1.58544158758082,2.06347638942214,4
0.880654356883894,0.759396478829964,-1.38600476107761,1
1.0065333373727,0.951583274362862,-0.270547541214776,1
-0.563543404489971,-0.59367018413108,-0.804842175941066,2
1.63344786581798,1.7012311476224,2.02598202909125,4
0.905458096881704,0.794013976162027,-1.21728013958706,1
-1.45585795091198,-1.46865727186878,-1.05792910817897,2
0.973668381875682,1.01664029521098,1.24797405221365,4
1.51066935282883,1.58842585459213,2.11034433983756,4
1.0375380123702,1.06021059357738,0.966766349724231,4
-0.485411623496828,-0.45340963459608,0.216879143094029,3
-0.654077055482157,-0.686779314886313,-0.898578076769841,2
-0.48417143649689,-0.447441100573319,0.291867863757875,3
-0.479830781997327,-0.445053686964452,0.263747093508417,3
-0.932499036957741,-0.959541319726608,-0.973566797432655,2
-0.674540140980336,-0.707669183965975,-0.917325256934771,2
-0.507114895994912,-0.473105796871307,0.235626323258958,3
0.513559004915946,0.520655117919022,0.413724534834044,3
1.35502588434239,1.41772578154095,1.78226868693685,4
-0.477350407997519,-0.442666273355124,0.263747093508417,3
-0.47052937949808,-0.440278859745928,0.1981319629291,3
-0.179705528023488,-0.159160907273808,0.216879143095061,3
0.0863145834532601,0.103454589727913,0.319988634004236,3
-0.13877935702706,-0.116187462309788,0.273120683590881,3
-0.140019544027032,-0.117978022516866,0.263747093508417,3
-0.478590594997389,-0.443859980159623,0.263747093508417,3
-0.954822402955846,-0.978043775197271,-0.926698847018267,2
0.514179098415864,0.521251971321338,0.413724534834044,3
-0.510835456994624,-0.478477477491686,0.207505553011564,3
-1.42547336941473,-1.4382177483524,-1.03918192801197,2
-0.13505879602745,-0.114396902103171,0.244999913342455,3
-1.47570094291024,-1.4877565807415,-1.0579291081769,2
-0.956062589955682,-0.981624895610835,-0.964193207348126,2
0.507978163416377,0.514089730494209,0.394977354669115,3
-0.484171436496958,-0.451022220987081,0.235626323258958,3
-0.964123805455025,-0.988190283036042,-0.945446027183197,2
1.096446894865,0.981425944476927,-1.16103859908917,1
1.09582680136512,0.998137839740577,-0.889204486685312,1
1.37734925034039,1.28403061943076,-0.654864734613374,1
0.139022530948709,0.0413818358913754,-1.451619891659,1
