"average","avg5am","avg2pm","Cluster"
-0.704574721147161,-0.591072422943425,-0.396765533569299,3
-1.2564919434403,-0.92941780191834,-1.18751099025894,4
1.39081510298822,1.51418771290047,1.42596975642717,1
2.52359421563927,2.90328346324748,1.91918048195562,1
0.302291439997919,0.63073033446598,-0.021496503275908,3
0.920555382540296,-0.365508836960152,1.54659194473576,2
-0.380715236150317,0.455918555328943,-1.19689271601628,3
0.550909369723096,0.856293920449257,0.541407042164176,2
0.0908568370058313,0.649527299964586,-0.597802514083616,3
0.632566871568318,0.442760679479919,1.02389579539854,2
-0.172342789477422,0.386369782984097,-0.624607444818857,3
-0.780399544289152,-0.384305802458758,-0.798839494597932,3
-1.89954477047141,-2.28279931781799,-1.12049866342084,4
-2.63737862643,-2.28279931781799,-1.95145151621334,4
0.340203851568914,0.705918196460407,-0.101911295481635,3
0.170764535240083,0.68900092751166,-0.199749292665269,3
-2.79631912109302,-2.65873862779012,-2.35352547724198,4
1.25739257765183,1.81493916087817,0.286760200179374,1
-0.391797325686452,-0.271524009467119,-0.0348989686435317,3
-0.342948641546903,-0.102351319979664,-0.356558137466437,3
-1.00787401371512,0.198400127998036,-1.77721946643427,3
0.274586216157575,1.11945143742974,-0.651412375554101,3
0.896495582889475,0.987872678939497,0.608419369002282,2
1.06564326528315,0.442760679479919,1.05070072613378,2
0.413841420197192,-0.215133112971302,1.0641031915014,2
-0.606877352868059,-1.23016924989604,-0.0751063647463938,3
-0.0629800637918627,-0.12114828547827,-0.517387721877889,3
1.01096190244036,0.762309092956224,1.47957961789765,2
0.609236156755396,0.48035461047713,0.00530842745933335,2
0.217717598801084,0.48035461047713,-0.316350741363572,3
0.286251573564036,-0.196336147472697,0.21974787334127,2
1.00658739341294,0.123212266003613,1.60020180620624,2
0.600487138700552,-0.365508836960152,1.22493277591285,2
0.431339456306881,0.292384955491069,1.01049333003091,2
0.998567460196,0.611933368967374,0.903273607089944,2
-0.227024152320204,-0.0835543544810581,-0.343155672098817,3
0.410195996007673,-0.0647573889824524,0.621821834369903,2
0.533411333613406,0.104415300505003,0.956883468560429,2
-0.64989335830438,-0.459493664453181,-0.570997583348374,3
-0.326908775113019,0.142009231502219,-0.570997583348374,3
0.480917225284338,0.160806197000825,0.192942942606029,2
0.385407111518944,0.461557644978524,0.447589784590828,2
-0.601773759002734,-0.0835543544810581,-1.02668140584749,3
0.487478988825469,0.0104304730119746,-0.12871622621688,3
-0.0352748399515184,0.517948541474341,-0.718424702392205,3
0.661001180246562,0.0480244040091861,-0.115313760849256,3
0.0740878857340449,0.0856183350063975,0.434187319223207,2
-1.83173988054636,-1.51212373237513,-1.33493810930277,4
-0.623646304139846,-1.15498138790161,0.20634540797365,3
0.0303427954598172,-1.36174800838628,1.68061659841196,2
-1.71800264583337,-1.36174800838628,-1.36174304003802,4
